จังหวัด,เขตเลือกตั้ง,no,ocrName,newname,พรรคการเมือง,score
หนองบัวลำภู,2,25,นายชาติชาย ธนาวฒิกล,นายชาติชาย ธนาวุฒิกุล,ภราดรภาพ,114
หนองบัวลำภู,2,11,นายเลิศ เทือกแสง,นายเลิศ เทือกแสง,ประชาภิวัฒน์,104
หนองบัวลำภู,2,32,นายพรพิทักษ์ ดาโสภา,นายพรพิทักษ์ ดาโสภา,กรีน,103
หนองบัวลำภู,2,31,นายวีนัต โภคานิตย์,นายวีนัต โภคานิตย์,พลังชาติไทย,89
หนองบัวลำภู,2,24,นายวิวัฒน์ แสงป้อง,นายวิวัฒน์ แสงป้อง,ประชาธรรมไทย,88
หนองบัวลำภู,2,18,จำสิบตำรวจภานพงษ์ สนิทวงศ์ชัย,จ่าสิบตำรวจภานุพงษ์ สนิทวงศ์ชัย,ประชานิยม,83
หนองบัวลำภู,2,16,นายเดชา บุติกา,นายเดชา บุติกา,เพื่อไทยพัฒนา,81
หนองบัวลำภู,2,26,นายสุรซัย ระเบียบนาวีนรักษ์,นายสุรชัย ระเบียบนาวีนุรักษ์,ครูไทยเพื่อประชาชน,65
หนองบัวลำภู,2,15,นายผคุง ภนายา,นายผดุง ภูนายา,สังคมประชาธิปไตยไทย,55
หนองบัวลำภู,2,19,นางสาวสุภาพรรณ ไทยรักชาติ,นางสาวสุภาพรรณ ไทยรักชาติ,ประชาธิปไตยใหม่,54
หนองบัวลำภู,2,30,นายพิเชษฐ์ แก้วพลนอย,นายพิเชษฐ์ แก้วพลน้อย,รวมใจไทย,45
หนองบัวลำภู,2,28,นายพรสวรรค์ สามด่านจาก,นายพรสวรรค์ สามด่านจาก,พลังไทสร้างชาติ,42
หนองบัวลำภู,2,27,นายสันตติ บุราณฤทธิ๋,นายสันตติ บุราณฤทธิ์,เครือข่ายชาวนาแห่งประเทศไทย,30
หนองบัวลำภู,2,17,นายป็ยะณ์ฐ อาสน์ปาสา,นายปิยะณัฐ อาสน์ปาสา,ประชาชนปฏิรูป,23
หนองบัวลำภู,2,34,นางสาวมณีจันทร์ ดวงภักดี,นางสาวมณีจันทร์ ดวงภักดี,ภาคีเครือข่ายไทย,22
หนองบัวลำภู,2,35,นายสุนิตย์ ไชยเบ้า,นายสุนิตย์ ไชยเบ้า,เพื่อไทย,0
หนองบัวลำภู,3,4,นายณัฐวต์เ กองจันทร์ดี,นายณัฐวุฒิ กองจันทร์ดี,เพื่อไทย,41260
หนองบัวลำภู,3,3,นางสาวประภาลักษณ์ สิทธิ,นางสาวประภาลักษณ์ สิทธิ,อนาคตใหม่,19217
หนองบัวลำภู,3,1,นายประพาส นวนสำลี,นายประพาส นวนสำลี,พลังประชารัฐ,6994
หนองบัวลำภู,3,14,นายสมภาร สุขอวน,นายสมภาร สุขอ้วน,เพื่อชาติ,1724
หนองบัวลำภู,3,11,นายประสิทธิ ภานุวงศ์,นายประสิทธิ์ ภานุวงศ์,ภูมิใจไทย,1588
หนองบัวลำภู,3,6,นางสาวธีรารัตน์ วรพันธุ์,นางสาวธีรารัตน์ วรพันธ์,เสรีรวมไทย,1533
หนองบัวลำภู,3,19,นายชัยวัฒน์ ดาวเรือง,นายชัยวัฒน์ ดาวเรือง,ประชาธรรมไทย,1477
หนองบัวลำภู,3,16,นางวราภรณี กองผาพา,นางวราภรณ์ กองผาพา,ประชาธิปัตย์,1086
หนองบัวลำภู,3,24,นายอรุณรัตน์ เข็มศร,นายอรุณรัตน์ เข็มศร,พลังไทยรักไทย,1066
หนองบัวลำภู,3,10,นายภิรมย์ หลงนชาติ,นายภิรมย์ หลงนุชาติ,ชาติไทยพัฒนา,786
หนองบัวลำภู,3,15,นายสงวน เพียเทพ,นายสงวน เพียเทพ,เพื่อคนไทย,736
หนองบัวลำภู,3,23,นายชัยวัฒน์ พหลทัพย์,นายชัยวัฒน์ พหลทัพย์,กลาง,463
หนองบัวลำภู,3,20,นายประยงค์ สิริบุตร,นายประยงค์ ศิริบุตร,ครูไทยเพื่อประชาชน,292
หนองบัวลำภู,3,21,นางอาริยา วิจิตขะจี,นางอาริยา วิจิตขะจี,ประชาชนปฏิรูป,234
หนองบัวลำภู,3,5,นายเกชา เขียวโพธ,นายเกชา เขียวโพธิ์,พลังท้องถิ่นไท,224
หนองบัวลำภู,3,7,นายคำพอง โคตรทา,นายคำพอง โคตรทา,สังคมประชาธิปไตยไทย,213
หนองบัวลำภู,3,25,นายซัยธวัช สามิตร,นายชัยธวัช สามิตร,เศรษฐกิจใหม่,210
หนองบัวลำภู,3,13,นายประยูร โนรี,นายประยูร โนรี,รวมพลังประชาชาติไทย,175
หนองบัวลำภู,3,2,ร้อยตำรวจโทคณิตศึลป้ พลบูรณ์,ร้อยตำรวจโทคณิตศิลป์ พลบูรณ์,ประชานิยม,167
หนองบัวลำภู,3,26,นายณัฐซัย มุงคุณ,นายณัฐชัย มุงคุณ,กรีน,164
หนองบัวลำภู,3,31,ร้อยตำรวจโทถาวร เสริมสุข,ร้อยตำรวจโทถาวร เสริมสุข,ภาคีเครือข่ายไทย,129
หนองบัวลำภู,3,12,นายอนันต์ รัตนพลที,นายอนันต์ รัตนพลที,รักษ์ผืนป่าประเทศไทย,114
หนองบัวลำภู,3,33,นางสาวจินตนา พรหงษา,นางสาวจินตนา พรหงษา,รักท้องถิ่นไทย,113
หนองบัวลำภู,3,28,นายพวง อุ่นใจ,นายพวง อุ่นใจ,เพื่อไทยพัฒนา,104
หนองบัวลำภู,3,17,นายสุวิชย์ คำแหล,นายสุวิชย์ คำแหล้,พลังปวงชนไทย,95
หนองบัวลำภู,3,27,นายอุเทน อินทร์เจริญ,นายอุเทน อินทร์เจริญ,สามัญชน,91
หนองบัวลำภู,3,9,นางสาวเฮียง หันคุลา,นางสาวเฮียง หันตุลา,เพื่อแผ่นดิน,75
หนองบัวลำภู,3,34,นายสุพจน์ คำแหล,นายสุพจน์ คำแหล้,พลังไทสร้างชาติ,61
หนองบัวลำภู,3,22,นางสาวทองย่น สุวรรณศรี,นางสาวทองยุ่น สุวรรณศรี,รวมใจไทย,57
หนองบัวลำภู,3,8,พันตำรวจโทไพบูลย์ กองสอน,พันตำรวจโทไพบูลย์ กองสอน,ประชาภิวัฒน์,46
หนองบัวลำภู,3,18,นายสวรรค์ เกคุนาค,นายสวรรค์ เกตุนาค,ประชาธิปไตยใหม่,43
หนองบัวลำภู,3,30,นางน์อย ภักดีอำนาจ,นางน้อย ภักดีอำนาจ,พลังชาติไทย,36
หนองบัวลำภู,3,32,นายประจักษ์ เกษดา,นายประจักษ์ เกษดา,พลังศรัทธา,29
หนองบัวลำภู,3,29,นายศึกษา นาสมยนต์,นายศึกษา นาสมยนต์,ไทยรักษาชาติ,0
อ่างทอง,1,8,นายภราดร ปริศนานันทกุล,นายภราดร ปริศนานันทกุล,ภูมิใจไทย,62741
อ่างทอง,1,5,พล.ต.ต.ประจวบ เปาอินทร์,พล.ต.ต.ประจวบ เปาอินทร์,เพื่อไทย,47373
อ่างทอง,1,9,นางพชิชา เสือหัน,นางพชิชา เสือหัน,อนาคตใหม่,21321
อ่างทอง,1,2,นายโชคชัย ทองศักดิ,นายโชคชัย ทองศักดิ์,พลังประชารัฐ,18128
อ่างทอง,1,7,นายพณศธร อยู่ประเสริฐ,นายพณศธร อยู่ประเสริฐ,เสรีรวมไทย,2287
อ่างทอง,1,25,นายณัฐจศักดิกระจายศรี,นายณัฐจศักดิ์ กระจายศรี,เศรษฐกิจใหม่,1812
อ่างทอง,1,4,นายนิรันดร์ รักดี,นายนิรันดร์ รักดี,พลังชาติไทย,1669
อ่างทอง,1,13,นายณภพรรษ์ คลำยแก้ว,นายณภูพรรษ์ คล้ายแก้ว,ชาติพัฒนา,1033
อ่างทอง,1,11,นายเอนกพงษ์ อ่วมรอด,นายเอนกพงษ์ อ่วมรอต,พลังท้องถิ่นไท,690
อ่างทอง,1,6,นางอภิพร ศรีพยัคฆ์,นางอภิพร ศรีพยัคฆ์,รวมพลังประชาชาติไทย,585
อ่างทอง,1,3,นายบุญสม มากสินธ์,นายบุญสม มากสินธุ์,ประชานิยม,462
อ่างทอง,1,21,นายเกรียงศักดิ๋ อริยะฉัตรชัย,นายเกรียงศักดิ์ อริยะฉัตรชัย,เครือข่ายชาวนาแห่งประเทศไทย,345
อ่างทอง,1,14,นายยศวีร์ รอตประเสริฐ,นายยศวีร์ รอตประเสริฐ,รักษ์ผืนป่าประเทศไทย,328
อ่างทอง,1,15,นายวันชัย คำภา,นายวันชัย คำภา,ไทยศรีวิไลย์,300
อ่างทอง,1,12,นางอาภิชา อัฐมาภรณ์,นางอาภิชา อัฐมาภรณ์,เพื่อชาติ,263
อ่างทอง,1,22,นางสาวนภูมล แก้วประเสริฐ,นางสาวนฤมล แก้วประเสริฐ,ภาคีเครือข่ายไทย,255
อ่างทอง,1,18,นายอำนาจ กถิ่นอุทัย,นายอำนาจ กลิ่นอุทัย,พลังปวงชนไทย,161
อ่างทอง,1,26,นางนาตยา พรมเผือก,นางนาตยา พรมเผือก,ไทรักธรรม,161
อ่างทอง,1,19,นายนันทพัฒน์ จึงเจริญทรัพย์,นายนันทพัฒน์ จึงเจริญทรัพย์,ประชาภิวัฒน์,156
อ่างทอง,1,20,นายสาริยบุตร สิงห์นอย,นายสาริยบุตร สิงห์น้อย,แผ่นดินธรรม,129
อ่างทอง,1,24,นายอภิชน คงอ่อน,นายอภิชน คงอ่อน,ประชาไทย,109
อ่างทอง,1,23,นายพงษ์บัญชา คชวงษ์,นายพงษ์บัญชา คชวงษ์,พลังศรัทธา,75
อ่างทอง,1,17,นายประชา หาญบุญศรี,นายประชา หาญบุญศรี,ประชาชนปฏิรูป,65
อ่างทอง,1,1,นายอรชุน ประสิทธิสมบัติ,นายอรชุน ประสิทธิ์สมบัติ,ประชาธิปัตย์,0
อ่างทอง,1,10,นายรัฐนันท์ มาตยภธร,นายรัฐนันท์ มาตยภูธร,เพื่อไทย,0
อ่างทอง,1,16,นายคมสัน ศรีวนิชย์,นายคมสัน ศรีวนิชย์,ประชาชาติ,0
อำนาจเจริญ,1,10,นางสมหญิง บัวบุตร,นางสมหญิง บัวบุตร,เพื่อไทย,26320
อำนาจเจริญ,1,4,นางสาววันเพ็ญ ตังสกล,นางสาววันเพ็ญ ตั้งสกุล,ภูมิใจไทย,24654
อำนาจเจริญ,1,1,นายบวรศักดิ๋ คณาเสน,นายบวรศักดิ์ คณาเสน,พลังประชารัฐ,17425
อำนาจเจริญ,1,9,นายประภาส เวชกรณ์,นายประภาส เวชกรณ์,อนาคตใหม่,13915
อำนาจเจริญ,1,15,นางสาวธนชาภา จันทวารา,นางสาวธนชาภา จันทวารา,ประชาธิปัตย์,7724
อำนาจเจริญ,1,6,นายสมพงษ์ กองแกว,นายสมพงษ์ กองแก้ว,เสรีรวมไทย,3231
อำนาจเจริญ,1,16,นายพงษภัทร บุตรดาจักร,นายพงษภัทร บุตรดาจักร,ชาติไทยพัฒนา,529
อำนาจเจริญ,1,21,นายกิตติ ถทธิทิศ,นายกิตติ ฤทธิทิศ,ไทยศรีวิไลย์,518
อำนาจเจริญ,1,11,นายประเสริฐ กานานนท์,นายประเสริฐ กานานนท์,ประชาชาติ,477
อำนาจเจริญ,1,24,นายสุนาย ศาลารมย์,นายสุนาย ศาลารมย์,ครูไทยเพื่อประชาชน,464
อำนาจเจริญ,1,18,นายประเชิญ จันทรภูมี,นายประเชิญ จันทรภูมี,พลังไทยรักไทย,443
อำนาจเจริญ,1,30,นายณรงค์ ส่งเสริม,นายณรงค์ ส่งเสริม,ไทรักธรรม,331
อำนาจเจริญ,1,2,นางสาวป็ยะมาศ บัวแก้ว,นางสาวปิยะมาศ บัวแก้ว,ชาติพัฒนา,286
อำนาจเจริญ,1,3,นายโสนิ สุวรรณี,นายโสนิ สุวรรณี,ประชาชนปฏิรูป,194
อำนาจเจริญ,1,8,นายโกมล อุ่นอก,นายโกมล อุ่นอก,รักษ์ผืนป่าประเทศไทย,159
อำนาจเจริญ,1,5,นายเกรียงไกร ชาลีไชย,นายเกรียงไกร ชาลีไชย,สยามพัฒนา,158
อำนาจเจริญ,1,20,พันโทวิรัตน์ มิสภา,พันโทวิรัตน์ มิลภา,รวมพลังประชาชาติไทย,128
อำนาจเจริญ,1,26,นายสุบรรณ แสนวงค์,นายสุบรรณ แสนวงค์,พลังชาติไทย,105
อำนาจเจริญ,1,22,นายธวัช รัตนศรี,นายธวัช รัตนศรี,พลังท้องถิ่นไท,100
อำนาจเจริญ,1,13,นายสมบัติ วันทอง,นายสมบัติ วันทอง,เพื่อชาติ,96
อำนาจเจริญ,1,7,นางพรจิรา คิริขันธ์,นางพรจิรา ศิริขันธ์,ประชานิยม,93
อำนาจเจริญ,1,17,นายประหยัด ใสบาล,นายประหยัด ใสบาล,พลังปวงชนไทย,93
อำนาจเจริญ,1,29,นางหนพิศ บุญเจริญ,นางหนูพิศ บุญเจริญ,พลังศรัทธา,91
อำนาจเจริญ,1,25,นายนิพนธ์ พังโพธิ,นายนิพนธ์ พึ่งโพธิ์,พลังไทสร้างชาติ,83
อำนาจเจริญ,1,23,นายภูทธิรงค์ คิริวิริยาน้นท์,นายฤทธิรงค์ ศิริวิริยานันท์,ประชาธรรมไทย,68
อำนาจเจริญ,1,32,นายเจริญ พันธุ์สาย,นายเจริญ พันธ์สาย,รักท้องถิ่นไทย,67
อำนาจเจริญ,1,31,นายสุทัศน์ พันธุ์พิบุลย์,นายสุทัศน์ พันธ์พิบูลย์,ภาคีเครือข่ายไทย,56
อำนาจเจริญ,1,27,นายดำรงค์ ภาคเจริญ,นายดำรงค์ ภาคเจริญ,เพื่อแผ่นดิน,36
อำนาจเจริญ,1,28,นายบัวทอง มานะพิมพ์,นายบัวทอง มานะพิมพ์,ภราดรภาพ,35
อำนาจเจริญ,1,12,นายณชัย สันตะวงค์,นายณชัย สันตะวงค์,ประชาภิวัฒน์,0
อำนาจเจริญ,1,14,นายสว่าง นาคพันธุ์,นายสว่าง นาคพันธ์,เพื่อไทย,0
อำนาจเจริญ,1,19,นายภ่วิเศษ บุญนิรันดร,นายภู่วิเศษ บุญนิรันดร์,เศรษฐกิจใหม่,0
อำนาจเจริญ,2,12,นายดะนัย มะหิพันธุ์,นายดะนัย มะหิพันธ์,เพื่อไทย,26540
อำนาจเจริญ,2,3,นางจันทร์เพ้ญ ประเสริฐศรี,นางจันทร์เพ็ญ ประเสริฐศรี,พลังประชารัฐ,24721
อำนาจเจริญ,2,13,นางญาณีนาถ เข็มนาค,นางญาณีนาถ เข็มนาค,ภูมิใจไทย,21367
อำนาจเจริญ,2,16,นายอภิวัฒน์ เงินหมื่น,นายอภิวัฒน์ เงินหมื่น,ประชาธิปัตย์,11498
อำนาจเจริญ,2,11,นายสุชาติ สูงเรือง,นายสุชาติ สูงเรือง,อนาคตใหม่,11384
อำนาจเจริญ,2,28,นายเตซินท์ชัย ผาริบุตร,นายเตชินท์ชัย ผาริบุตร,พลังท้องถิ่นไท,1329
อำนาจเจริญ,2,6,นายอิทธิกร สุวะมาตย์,นายอิทธิกร สุวะมาตย์,เสรีรวมไทย,1317
อำนาจเจริญ,2,7,นายชัยศรี กีฬา,นายชัยศรี กีฬา,เพื่อชาติ,891
อำนาจเจริญ,2,23,นางวิลาวัณย์ บัวระพันธุ์,นางวิลาวัณย์ บัวระพันธ์,เพื่อแผ่นดิน,612
อำนาจเจริญ,2,10,นางสรัอยทอง สุวรรณี,นางสร้อยทอง สุวรรณี,เศรษฐกิจใหม่,473
อำนาจเจริญ,2,2,นายเฉลียว บุญมาลี,นายเฉลียว บุญมาลี,รวมพลังประชาชาติไทย,407
อำนาจเจริญ,2,1,นายพสิษฐ์ สลักคำ,นายพสิษฐ์ สลักคำ,ชาติพัฒนา,324
อำนาจเจริญ,2,21,จ่าสิบตำรวจพจนชัยญ์ สัจธรรม,จ่าสิบตำรวจพจนชัยญ์ สัจธรรม,ประชาธรรมไทย,274
อำนาจเจริญ,2,26,นายชน หนทอง,นายชื่น หนูทอง,เพื่อคนไทย,232
อำนาจเจริญ,2,15,นายวิเศษศักดิ๋ มุลชาติ,นายวิเศษศักดิ์ มูลชาติ,รักษ์ผืนป่าประเทศไทย,218
อำนาจเจริญ,2,20,นายเฉวต บัวโรย,นายเฉวต บัวโรย,ไทยศรีวิไลย์,213
อำนาจเจริญ,2,17,นางนวพร ภเกิดพิมพ์,นางนวพร ภูเกิดพิมพ์,พลังไทยรักไทย,212
อำนาจเจริญ,2,31,นายอภิชาติ แสงสว่าง,นายอภิชาติ แสงสว่าง,รักท้องถิ่นไทย,211
อำนาจเจริญ,2,14,นายสิทธิ โสพสิงห์,นายสิทธิ โสพสิงห์,พลังปวงชนไทย,154
อำนาจเจริญ,2,8,นายสุรศักดิ๋ ถํ้าทิน,นายสุรศักดิ์ ถ้ำหิน,ประชาชนปฏิรูป,145
อำนาจเจริญ,2,5,นายคงไชย สันตะวงศ์,ดร.คงไชย สันตะวงศ์,ประชาภิวัฒน์,113
อำนาจเจริญ,2,24,นายจรัส ไกยพันธุ์,นายจรัส ไกยพันธ์,พลังชาติไทย,96
อำนาจเจริญ,2,18,นายกมล บุญธิมา,นายกมล บุญธิมา,ประชานิยม,90
อำนาจเจริญ,2,22,นายพิมล ภิญโญเปียมวงษ์,นายพิมล ภิญโญเปี่ยมวงษ์,พลังไทสร้างชาติ,77
อำนาจเจริญ,2,27,สิบเอกเสน่ห์ ใจภักดี,สิบเอกเสน่ห์ ใจภักดี,พลังศรัทธา,70
อำนาจเจริญ,2,19,นายวิเชียร อุดมศักดิ๋,นายวิเชียร อุดมศักดิ์,ชาติไทยพัฒนา,56
อำนาจเจริญ,2,29,นายสมนึก นาบ้าน,นายสมนึก นาบ้าน,ไทรักธรรม,55
อำนาจเจริญ,2,30,ริอยตำรวจตรีเฉลิมศักดิ๋ บรรลุ,ร้อยตำรวจตรีเฉลิมศักดิ์ บรรลุ,ภาคีเครือข่ายไทย,48
อำนาจเจริญ,2,25,นายพีสิษฐ์ พัฒนาศภสิทธิ๋,นายพิสิษฐ์ พัฒนาศุภสิทธิ์,ครูไทยเพื่อประชาชน,43
อำนาจเจริญ,2,4,นายธนพล บุญมาลี,นายธนพล บุญมาลี,ไทยรักษาชาติ,0
อำนาจเจริญ,2,9,นายเพชร นางาม,นายเพชร นางาม,เพื่อนไทย,0
อุดรธานี,1,2,นายศราวธ เพชรพนมพร,นายศราวุธ เพชรพนมพร,เพื่อไทย,30963
อุดรธานี,1,10,นายณัฐพงษ์ พิพัฒน์ไชยสิริ,นายณัฐพงษ์ พิพัฒน์ไชยศิริ,อนาคตใหม่,26552
อุดรธานี,1,17,นายโกเมนทร์ ทีฆธนานนท์,นายโกเมนทร์ ทีฆธนานนท์,พลังประชารัฐ,24635
อุดรธานี,1,11,นายจิรันธนิน พนาวัฒนาวงษ์,นายจิรันธนิน พนาวัฒนาวงษ์,ภูมิใจไทย,3200
อุดรธานี,1,3,นายเรวัตร์ ตึงตระกล,นายเรวัตร์ ตึงตระกูล,ประชาธิปัตย์,2983
อุดรธานี,1,5,พ.ต.ท.ชิตยาวัฒน์ ชุมแวงวาปี,พ.ต.ท.ชิตยาวัฒน์ ชุมแวงวาปี,เสรีรวมไทย,2442
อุดรธานี,1,9,นายอังกฤษฎา ราวินิช,นายอังกฤษฎา ราวินิช,เศรษฐกิจใหม่,2161
อุดรธานี,1,1,นายอุทัย แสงสว่าง,นายอุทัย แสงสว่าง,รวมพลังประชาชาติไทย,916
อุดรธานี,1,12,ว่าที่ ร.ต.ศักดิสิริ สิริกุล,ว่าที่ ร.ต.ศักดิ์ศิริ ศิริกุล,ชาติไทยพัฒนา,428
อุดรธานี,1,6,นายธีรภัทร พรหมทะสาร,นายธีรภัทร พรหมทะสาร,ชาติพัฒนา,287
อุดรธานี,1,22,นายทวิศักดิ๋ จันทะวงศ์,นายทวีศักดิ์ จันทะวงศ์,พลังไทยรักไทย,260
อุดรธานี,1,7,นายอำนวย อนกลกรกนก,นายอำนวย อนุกูลกรกนก,พลังท้องถิ่นไท,257
อุดรธานี,1,8,นางจริยาวัฒน์ ปลัดบาง,นางจริยาวัฒน์ ปลัดบาง,รักษ์ผืนป่าประเทศไทย,227
อุดรธานี,1,15,นางร์งนิรัญ มุมอภัย,นางรุ่งนิรัญ มุมอภัย,เพื่อไทยพัฒนา,178
อุดรธานี,1,33,นายภูมิศึษฐ์ ณัฎฐ์คุโชค,นายภูมิศิษฐ์ ณัฏฐ์ศุโชค,ไทยศรีวิไลย์,159
อุดรธานี,1,36,นายจรุญ ผิวงาม,นายจรูญ ผิวงาม,พลังปวงชนไทย,153
อุดรธานี,1,37,ร.ต.นรา ทวินันท์,ร.ต.นรา ทวีนันท์,พลังศรัทธา,153
อุดรธานี,1,29,นายวรชัย บัวภาเรือง,นายวรชัย บัวภาเรือง,พลังครูไทย,133
อุดรธานี,1,21,นายชัยโรจน์ ผิวบาง,นายชัยโรจน์ ผิวบาง,ประชาชนปฏิรูป,126
อุดรธานี,1,14,นายประหยัด พิมพา,นายประหยัด พิมพา,ประชาชาติ,107
อุดรธานี,1,13,นายเสกสรรค์ ผดุงราษฎร์,นายเสกสรรค์ ผดุงราษฎร์,เพื่อชาติ,105
อุดรธานี,1,27,นายพินิจ ศรีสะอาด,นายพินิจ ศรีสะอาด,ครูไทยเพื่อประชาชน,75
อุดรธานี,1,4,นายเวชยันต์ แสนสายเนตร,นายเวชยันต์ แสนสายเนตร,ประชาภิวัฒน์,73
อุดรธานี,1,31,พ.ต.นิยม ลามี,พ.ต.นิยม ลามี,พลังสังคม,61
อุดรธานี,1,23,นายประเวสน์ ช่างสาร,นายประเวศน์ ช่างสาร,พลังชาติไทย,56
อุดรธานี,1,26,ด.ต.ธงชัย วัฒพจน์,ด.ต.ธงชัย วัฒพจน์,พลเมืองไทย,44
อุดรธานี,1,34,นางปัทมา บัวอินทร์,นางปัทมา บัวอินทร์,พลังประชาธิปไตย,44
อุดรธานี,1,39,นางบุญเหลือ เข่งดี,นางบุญเหลือ เข่งดี,ไทรักธรรม,38
อุดรธานี,1,19,นางสาวภณิดา พวงสมบัติ,นางสาวภณิดา พวงสมบัติ,เพื่อแผ่นดิน,37
อุดรธานี,1,35,นายกิตติภณ มุลอามาตย์,นายกิตติภณ มูลอามาตย์,ภาคีเครือข่ายไทย,34
อุดรธานี,1,25,นายพงษ์นเรศ หอมกระชาย,นายพงษ์นเรศ หอมกระชาย,ประชากรไทย,23
อุดรธานี,1,20,นายสมศักดิ๋ เพียรเสมอ,นายสมศักดิ์ เพียรเสมอ,แผ่นดินธรรม,22
อุดรธานี,1,24,นางสุร้วรรณ์ ชุมคำน้อย,นางสุรีวรรณ์ ชุมคำน้อย,มหาชน,22
อุดรธานี,1,32,นางรัตนา พัฒนจักร,นางรัตนา พัฒนจักร,ประชาธรรมไทย,21
อุดรธานี,1,38,นายบัญญัติ พิทักษ์วาปี,นายบัญญัติ พิทักษ์วาปี,พลังรัก,20
อุดรธานี,1,16,นายอาภิน้นท์ ประสันตแพงศรี,นายอาภินันท์ ประสันตแพงศรี,เพื่อนไทย,0
อุดรธานี,1,18,นายทวิศักดิ๋ แสนเสนา,นายทวีศักดิ์ แสนเสนา,ประชานิยม,0
อุดรธานี,1,28,นายเรืองสิทธิ0 ขันบุญเสิ่ยม,นายเรืองสิทธิ์ ขันบุญเลี่ยม,ไทยรักษาชาติ,0
อุดรธานี,1,30,นายณัฐกิตติ0 กานต์ติวรรณ,นายณัฐกิตติ์ กานต์ติวรรณ,กลาง,0
อุดรธานี,2,10,นายอนันต์ ศรีพันธุ,นายอนันต์ ศรีพันธุ์,เพื่อไทย,32587
อุดรธานี,2,5,นายหรั่ง ธุระพล,นายหรั่ง ธุระพล,ภูมิใจไทย,24209
อุดรธานี,2,2,นายรชัย ชัยจิตวณิชกล,นายวิชัย ชัยจิตวณิชกุล,พลังประชารัฐ,17400
อุดรธานี,2,16,นายอดุลย์เดช อำนาจดีแจ่มใส,นายอดุลย์เดช อำนาจดีแจ่มใส,อนาคตใหม่,16857
อุดรธานี,2,4,นางนกุมล โคตรสาขา,นางนฤมล โคตรสาขา,เพื่อชาติ,1546
อุดรธานี,2,15,นายเศรษฐลัทร์ นิตยสิทธิวรากล,นายเศรษฐภัทร์ นิตยสิทธิวรากุล,เสรีรวมไทย,1482
อุดรธานี,2,3,นายวราเทพ จันทพันธุ์,นายวราเทพ จันทพันธ์,ประชาธิปัตย์,891
อุดรธานี,2,7,นายทนง บุษราคัม,นายทนง บุษราคัม,เศรษฐกิจใหม่,498
อุดรธานี,2,22,นายเที่ยง นิติธรรม,นายเที่ยง นิติธรรม,แผ่นดินธรรม,396
อุดรธานี,2,11,นางสาวมาลินี คำจุมพล,นางสาวมาลินี คำจุมพล,เพื่อไทยพัฒนา,329
อุดรธานี,2,21,นายวิรัตน์ หอนงาม,นายวิรัตน์ หอนงาม,พลังไทยรักไทย,310
อุดรธานี,2,13,นายโภควินท์ สิทธิอุเป,นายโภควินท์ สิทธิอุเป,ประชาชาติ,293
อุดรธานี,2,1,นายไพโรจน์ สองเมือง,นายไพโรจน์ สองเมือง,ประชาชนปฏิรูป,291
อุดรธานี,2,6,นายพิมพา เทพศรีเมือง,นายพิมพา เทพศรีเมือง,รักษ์ผืนป่าประเทศไทย,247
อุดรธานี,2,9,นายป๋อมเพชร ภัทรวิภาดา,นายป้อมเพชร ภัทรวิภาดา,รวมพลังประชาชาติไทย,228
อุดรธานี,2,36,นายประโมทย์ พวงสุวรรณ,นายประโมทย์ พวงสุวรรณ,พลังครูไทย,171
อุดรธานี,2,17,นายภัทรพล วิเศษศรี,นายภัทรพล วิเศษศรี,ชาติไทยพัฒนา,133
อุดรธานี,2,18,นายทรัพย์ณธึร์ ชัยชมภ,นายทรัพย์ณธีร์ ชัยชมภู,พลังปวงชนไทย,120
อุดรธานี,2,12,นายประติษฐ เสถียรเขต,นายประดิษฐ เสถียรเขต,พลังท้องถิ่นไท,110
อุดรธานี,2,8,นายพิทักษ์ ทะไกรราช,นายพิทักษ์ ทะไกรราช,ชาติพัฒนา,108
อุดรธานี,2,31,นายวิจิตร แสนอุบล,นายวิจิตร แสนอุบล,ไทยศรีวิไลย์,100
อุดรธานี,2,28,นายพงษ์เทพ มายัง,นายพงษ์เทพ มายัง,พลังสังคม,81
อุดรธานี,2,24,นางสำราญ มาตรวังแสง,นางสำราญ มาตรวังแสง,มหาชน,56
อุดรธานี,2,26,นายทองปาน นิยมญาติ,นายทองปาน นิยมญาติ,พลังชาติไทย,52
อุดรธานี,2,19,นายจำรัส เหล่าแค,นายจำรัส เหล่าแค,ประชานิยม,50
อุดรธานี,2,39,นายวรจักร์ ธาตมี,นายวรจักร์ ธาตุมี,พลังแผ่นดินทอง,50
อุดรธานี,2,33,นางนิภาพร ดันวัฒนะ,นางนิภาพร ตันวัฒนะ,ภาคีเครือข่ายไทย,48
อุดรธานี,2,23,นายธีระศักดิ เจริญธวัฒน์กล,นายธีระศักดิ์ เจริญธวัฒน์กุล,พลเมืองไทย,44
อุดรธานี,2,32,นายสมหมาย ประเสริฐกุล,นายสมหมาย ประเสริฐกุล,ทางเลือกใหม่,44
อุดรธานี,2,14,นายสุรพล วงศ์คำจันทร์,นายสุรพล วงศ์คำจันทร์,ประชาภิวัฒน์,43
อุดรธานี,2,35,นายชาญชัย ศรีไชยมูล,นายชาญชัย ศรีไชยมูล,พลังศรัทธา,40
อุดรธานี,2,40,นายอุดร พลเยี่ยม,นายอุดร พลเยี่ยม,ไทรักธรรม,34
อุดรธานี,2,20,นายเกียง วิชัยกิจ,นายเกียง วิชัยกิจ,เพื่อแผ่นดิน,33
